smca,red,nombre_estacion,clave_estacion,nombre_contaminante,clave_contaminante,fecha,hora,valor,unidades,,Promedios mensuales y anual del Monoxido De Carbono,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,20/09/2022,19,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,20/09/2022,20,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,20/09/2022,21,0.021,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,20/09/2022,22,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,20/09/2022,23,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,0,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,1,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,2,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,3,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,4,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,5,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,6,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,7,0.029,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,8,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,9,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,10,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,11,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,12,0.035,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,13,0.033,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,14,0.034,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,15,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,16,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,17,0.021,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,18,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,19,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,20,0.021,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,21,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,22,0.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,21/09/2022,23,0.033,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,0,0.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,1,0.031,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,2,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,3,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,4,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,5,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,6,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,7,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,8,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,9,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,10,0.037,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,11,0.035,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,12,0.037,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,13,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,14,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,15,0.033,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,16,0.033,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,17,0.031,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,18,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,19,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,20,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,21,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,22,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,22/09/2022,23,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,0,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,1,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,2,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,3,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,4,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,5,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,6,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,7,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,8,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,9,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,10,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,11,0.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,12,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,13,0.029,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,14,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,15,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,16,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,17,0.021,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,18,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,19,0.017,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,20,0.021,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,21,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,22,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,23/09/2022,23,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,0,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,1,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,2,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,3,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,4,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,5,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,6,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,7,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,8,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,9,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,10,0.037,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,11,0.037,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,12,0.038,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,13,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,14,0.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,15,0.037,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,16,0.036,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,17,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,18,0.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,19,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,20,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,21,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,22,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,24/09/2022,23,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,0,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,1,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,2,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,3,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,4,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,5,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,6,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,7,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,8,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,9,0.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,10,0.035,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,11,0.041,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,12,0.038,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,13,0.034,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,14,0.029,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,15,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,16,0.031,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,17,0.031,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,18,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,19,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,20,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,21,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,22,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,25/09/2022,23,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,0,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,1,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,2,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,3,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,4,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,5,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,6,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,7,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,8,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,9,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,10,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,11,0.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,12,0.047,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,13,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,14,0.034,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,15,0.034,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,16,0.033,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,17,0.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,18,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,19,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,20,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,21,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,22,0.021,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,26/09/2022,23,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,0,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,1,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,2,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,3,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,4,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,5,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,6,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,7,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,8,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,9,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,10,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,11,0.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,12,0.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,13,0.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,14,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,15,0.041,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,16,0.041,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,17,0.04,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,18,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,19,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,20,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,21,0.029,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,22,0.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,27/09/2022,23,0.031,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,0,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,1,0.03,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,2,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,3,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,4,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,5,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,6,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,7,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,8,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,9,0.033,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,10,0.038,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,11,0.044,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,12,0.041,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,13,0.042,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,14,0.044,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,15,0.042,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,16,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,17,0.036,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,18,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,19,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,20,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,21,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,22,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,28/09/2022,23,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,0,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,1,0.028,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,2,0.035,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,3,0.036,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,4,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,5,0.022,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,6,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,7,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,8,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,9,0.029,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,10,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,11,0.035,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,29/09/2022,12,0.041,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,30/09/2022,12,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,0,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,1,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,2,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,3,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,4,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,5,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,6,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,7,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,8,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,9,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,10,0.029,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,11,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,12,0.036,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,13,0.031,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,14,0.029,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,15,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,16,0.021,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,17,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,18,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,19,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,20,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,21,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,22,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,01/10/2022,23,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,0,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,1,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,2,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,3,0.017,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,4,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,5,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,6,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,7,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,8,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,9,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,10,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,11,0.038,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,12,0.039,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,13,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,02/10/2022,14,0.031,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,04/10/2022,11,0.032,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,04/10/2022,13,0.038,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Ozono,O3,04/10/2022,14,0.02,ppm,,,
